"ISSN","TIULO","ESTRATO"
"19818203","REVISTA VERDE DE AGROECOLOGIA E DESENVOLVIMENTO SUSTENTÁVEL","B2"
"19818254","BIOETHIKOS","C "
"19818254","BIOETHIKÓS (CENTRO UNIVERSITÁRIO S<U+F1C3>O CAMILO)","B4"
"19818289","GERIATRIA & GERONTOLOGIA","B4"
"19818289","GERIATRIA E GERONTOLOGIA","B4"
"19818378","CRF BA EM REVISTA","C "
"19818386","REVISTA ELETRÔNICA DO CEJUR","C "
"19818416","INTER-AÇ<U+F1C3>O (UFG. ONLINE)","B1"
"19818416","INTER-AÇ<U+F1C3>O:REVISTA DA FACULDADE DE EDUCAC<U+F1C3>O DA UFG","B2"
"19818521","REVISTA PROCESSOS QUÍMICOS","B4"
"19818599","REVISTA DO NÚCLEO HISTÓRICO SOCIOAMBIENTAL (UFRR)","B5"
"19818610","REPEC - REVISTA DE EDUCAÇ<U+F1C3>O E PESQUISA EM CONTABILIDADE","B1"
"19818610","REVISTA DE EDUCAÇ<U+F1C3>O E PESQUISA EM CONTABILIDADE","B1"
"19818610","REVISTA DE EDUCAÇ<U+F1C3>O E PESQUISA EM CONTABILIDADE - REPEC","B1"
"19818610","REVISTA DE EDUCAÇ<U+F1C3>O E PESQUISA EM CONTABILIDADE (REPEC)","B1"
"19818610","REVISTA DE PESQUISA E EDUCAÇ<U+F1C3>O EM CONTABILIDADE","B1"
"19818637","RGO. REVISTA GAÚCHA DE ODONTOLOGIA (ONLINE)","B1"
"19818661","EDUCAÇ<U+F1C3>O BÁSICA EM (RE)VISTA","C "
"1981867X","ACERVO ON-LINE DE MÍDIA REGIONAL (UNITAU)","B4"
"19818769","IHU ON-LINE (UNISINOS. IMPRESSO)","B3"
"19818793","IHU ON-LINE (REVISTA DO INSTITUTO HUMANITAS UNISINOS)","C "
"19818793","IHU ON-LINE (UNISINOS. ONLINE)","B3"
"19818858","RCA. REVISTA DE CIÊNCIAS AMBIENTAIS (UNILASALLE)","B3"
"19818874","ATUALIDADES ORNITOLÓGICAS","B5"
"19818874","ATUALIDADES ORNITOLÓGICAS (ONLINE)","B4"
"19818920","INFORMAÇ<U+F1C3>O & INFORMAÇ<U+F1C3>O","A2"
"19818920","INFORMAÇ<U+F1C3>O & INFORMAÇ<U+F1C3>O (ONLINE)","B1"
"19818920","INFORMAÇ<U+F1C3>O & INFORMAÇ<U+F1C3>O (UEL. ONLINE)","A2"
"19818939","REVISTA DE ECONOMIA FLUMINENSE","B5"
"19818963","REV. ENFERM. UFPE ON LINE","B2"
"19818963","REVISTA DE ENFERMAGEM DA UFPE ON LINE","B4"
"19818963","REVISTA DE ENFERMAGEM DA UFPE ON LINE - REUOL","B2"
"19818963","REVISTA DE ENFERMAGEM UFPE ON LINE","B2"
"19818963","REVISTA DE ENFERMAGEM UFPEW ON-LINE","B2"
"19819021","GEO UERJ (2007)","B1"
"19819145","REVISTA BRASILEIRA DE PSICOLOGIA DO ESPORTE","B2"
"19819250","REVISTA DE CIÊNCIAS HUMANAS - EDUCAÇ<U+F1C3>O","B3"
"19819269","COCAR","B1"
"19819269","REVISTA COCAR","B1"
"19819269","REVISTA COCAR (UEPA)","A2"
"19819390","LUMEN VERITATIS","B3"
"19819439","REVISTA ELETRÔNICA DE DIREITO INTERNACIONAL","C "
"19819471","REVISTA DE FILOSOFIA ANTIGA","A1"
"19819471","REVISTA DE FILOSOFIA ANTIGA (UNICAMP. ED. PORTUGUÊS)","A1"
"19819528","REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DO ESPÍRITO SANTO","B5"
"19819684","REVISTA DOS ESTUDANTES DE DIREITO DA UNIVERSIDADE DE BRASÍLIA","B5"
"19819730","UNIVERSITAS CIÊNCIAS DA SAÚDE","B4"
"19819730","UNIVERSITAS. CIÊNCIAS DA SAÚDE (UNICEUB. IMPRESSO)","B4"
"19819781","REVISTA S<U+F1C3>O GERALDO","C "
"19819781","REVISTA S<U+F1C3>O GERALDO (FSG)","C "
"1981979X","BOLETIM INFORMATIVO (SOCIEDADE BRASILEIRA DE CIÊNCIA DO SOLO)","B5"
"1981979X","BOLETIM INFORMATIVO DA SOCIEDADE BRASILEIRA DE CIÊNCIA DO SOLO","B5"
"19819803","P&D: REVISTA PESQUISA E DESENVOLVIMENTO DA ANEEL","B5"
"1981982X","REVISTA DE GEST<U+F1C3>O SOCIAL E AMBIENTAL (RGSA)","B1"
"1981982X","RGSA (ANPAD)","B4"
"1981982X","RGSA: REVISTA DE GEST<U+F1C3>O SOCIAL E AMBIENTAL","B1"
"1981982X","RGSA: REVISTA DE GEST<U+F1C3>O SOCIAL E AMBIENTAL (ONLINE)","B1"
"19819854","BRAZILIAN JOURNALISM RESEARCH","B1"
"19819854","BRAZILIAN JOURNALISM RESEARCH (ONLINE)","B1"
"19819862","AGENDA SOCIAL (UENF)","B2"
"19819897","CONCINNITAS (ONLINE) (RIO DE JANEIRO)","A2"
"19819897","CONCINNITAS (UERJ)","A2"
"19819900","REVISTA BRASILEIRA DE PRESCRIÇ<U+F1C3>O E FISIOLOGIA DO EXERCÍCIO","B3"
"19819919","REVISTA BRASILEIRA DE OBESIDADE, NUTRIÇ<U+F1C3>O E EMAGRECIMENTO","B2"
"19819927","RBNE - REVISTA BRASILEIRA DE NUTRIÇ<U+F1C3>O ESPORTIVA","B2"
"19819927","REVISTA BRASILEIRA DE NUTRIÇ<U+F1C3>O ESPORTIVA","B2"
"19819935","TEXTOS ESCOLHIDOS DE CULTURA E ARTE POPULARES (IMPRESSO)","B3"
"19819935","TEXTOS ESCOLHIDOS DE CULTURA E ARTE POPULARES (ONLINE)","B4"
"19819943","LINGUAGENS : REVISTA DE LETRAS, ARTES E COMUNICAÇ<U+F1C3>O (FURB)","B1"
"19819951","RAMA : REVISTA EM AGRONEGÓCIO E MEIO AMBIENTE","B1"
"19819951","REVISTA EM AGRONEGÓCIOS E MEIO AMBIENTE","B2"
"1981996X","SEMIOSES (RIO DE JANEIRO)","B4"
"19819986","CORREIO (RIO DE JANEIRO)","B5"
"19819986","CORREIO. REVISTA DA ESCOLA BRASILEIRA DE PSICANÁLISE.","B5"
"19820003","PARA ONDE!? (UFRGS)","B4"
"19820062","PESQUISAS E PRÁTICAS EM EDUCAÇ<U+F1C3>O MATEMÁTICA","C "
"19820097","REVISTA CIRANDA (UNIMONTES)","C "
"19820127","REVISTA MESTRADO EM DIREITO (ONLINE)","B1"
"19820135","REVISTA DA PÓS-GRADUAÇ<U+F1C3>O (FIEO. ONLINE)","B4"
"19820194","ACTA PAUL DE ENFERM","A1"
"19820194","ACTA PAULISTA DE ENFERMAGEM (ONLINE)","A2"
"19820208","JORNAL BRASILEIRO DE PSIQUIATRIA (ONLINE)","B1"
"19820216","REVISTA CEFAC","B1"
"19820216","REVISTA CEFAC (ONLINE)","A2"
"19820224","NEOTROPICAL ICHTHYOLOGY","B2"
"19820224","NEOTROPICAL ICHTHYOLOGY (ONLINE)","B1"
"19820232","REV. SOC. BRAS. FONOAUDIOL.","B3"
"19820240","CONTEXTO INTERNACIONAL (ON-LINE)","A2"
"19820240","REVISTA CONTEXTO INTERNACIONAL (ONLINE)","A2"
"19820259","REVISTA KATALYSIS","A1"
"19820267","ANAIS DO MUSEU PAULISTA","A2"
"19820275","ESTUDOS DE PSICOLOGIA","A1"
"19820283","BOLETIM- SALTO PARA O FUTURO","B3"
"19820283","BOLETIM SALTO PARA O FUTURO","B3"
"19820283","SALTO PARA O FUTURO","B3"
"19820305","REVISTA TEIAS (UERJ. ONLINE)","B1"
"19820305","TEIAS (RIO DE JANEIRO)","B1"
"19820313","DOBRAS","B4"
"19820313","DOBRAS (BARUERI, SP)","B2"
"19820461","PRO-ODONTO. ORTODONTIA","C "
"19820496","DIREITOS FUNDAMENTAIS E DEMOCRACIA","B4"
"19820496","REVISTA DIREITOS FUNDAMENTAIS & DEMOCRACIA (UNIBRASIL)","A1"
"19820518","BAGOAS : REVISTA DE ESTUDOS GAYS","B3"
"19820534","ESTUDOS DA LÍNGUA(GEM) (ONLINE)","B1"
"19820550","ECOS MARIANOS - ALMANAQUE DE NOSSA SENHORA APARECIDA","C "
"19820569","URBANA - REVISTA ELETRÔNICA DO CENTRO INTERDISCIPLINAR DE ESTUDOS DA CIDADE","B3"
"19820569","URBANA: REVISTA ELETRÔNICA DO CIEC","B4"
"19820577","RIOS ELETRÔNICA (FASETE)","B2"
"19820593","BRAZILIAN JOURNAL OF PETROLEUM AND GAS","B2"
"19820720","REVISTA UNIVERSITAS: RELAÇGES INTERNACIONAIS","B3"
"19820739","EM TESE (BELO HORIZONTE. ONLINE)","B1"
"19820755","CANOA DO TEMPO (UFAM)","C "
"19820801","CIENTÍFICA CET-FAESA","B3"
"19820801","REVISTA CIENTÍFICA DA FAESA","B3"
"19820828","REFLEXUS","B1"
"19820836","IPOTESI (JUIZ DE FORA. ONLINE)","B2"
"19820860","REVISTA JURÍDICA DA FACULDADE UNI<U+F1C3>O","C "
"1982095X","TERR@ PLURAL (UEPG. ONLINE)","B1"
"19820992","RÁDIO EM REVISTA","C "
"19821026","BOLETIM DE HISTÓRIA E FILOSOFIA DA BIOLOGIA","B3"
"19821034","REVISTA JURÍDICA DA FADISMA (IMPRESSO)","C "
"19821042","REVISTA DO CURSO DE DIREITO DA FACULDADE DA SERRA GAÚCHA","C "
"19821050","ANTROPOS REVISTA DE ANTROPOLOGIA","B5"
"19821107","REVISTA DE CIÊNCIAS JURÍDICAS E SOCIAIS DA UNIPAR","B5"
"19821123","EDUCERE: REVISTA DA EDUCAÇ<U+F1C3>O DA UNIPAR (ONLINE)","B1"
"19821131","ARQUIVOS DE CIÊNCIAS VETERINÁRIAS E ZOOLOGIA DA UNIPAR","B3"
"19821166","CUIDARTE. ENFERMAGEM","B4"
"19821182","PRODUÇ<U+F1C3>O CIENTÍFICA CEJURPS","B4"
"19821247","PSICOLOGIA EM PESQUISA (UFJF)","B1"
"19821263","PUBVET (LONDRINA)","B3"
"19821301","MICROBIOLOGIA IN FOCO","B4"
"1982131X","RETRATOS DA ESCOLA","B1"
"19821506","REVISTA DO TRIBUNAL REGIONAL FEDERAL DA TERCEIRA REGI<U+F1C3>O","C "
"19821522","BOLETIM CEDES","B3"
"19821530","REVISTA CANAVIEIROS","C "
"19821611","LACLO 2011","B1"
"19821654","INFORMÁTICA NA EDUCAÇ<U+F1C3>O","B1"
"19821654","INFORMÁTICA NA EDUCAÇ<U+F1C3>O:TEORIA E PRÁTICA","B1"
"19821654","REVISTA ?INFORMÁTICA NA EDUCAÇ<U+F1C3>O: TEORIA & PRÁTICA? FASCÍCULO: SÉRIE: V.11, N.2, JUL./DEZ. 2008","B1"
"19821662","INTER-LEGER","B5"
"19821662","INTER-LEGERE","B4"
"19821662","INTER-LEGERE (UFRN)","B3"
"19821662","INTER LEGERE","B5"
"19821670","PÁGINA 22 (FGV)","B4"
"19821689","REVISTA ANAGRAMA","B5"
"19821689","REVISTA ANAGRAMA (USP)","B4"
"1982176X","CONEXGES : CIÊNCIA E TECNOLOGIA","B2"
"1982176X","REVISTA CONEXGES - CIÊNCIA E TECNOLOGIA","B2"
"19821816","CADERNOS UNIFOA (ONLINE)","B2"
"19821832","REVISTA MUNDOLOGÍSTICA","B4"
"19821867","REVISTA DA SBENBIO","B2"
"19821867","REVISTA DE ENSINO DE BIOLOGIA DA ASSOCIAÇ<U+F1C3>O BRASILEIRA DE ENSINO DE BIOLOGIA (SBENBIO)","B2"
"19821883","REVISTA BRASILEIRA DE QUEIMADURAS","B3"
"19821921","DIREITOS FUNDAMENTAIS & JUSTIÇA","A2"
"19821921","DIREITOS FUNDAMENTAIS E JUSTIÇA","A2"
"1982193X","PONTA DE LANÇA (UFS)","B3"
"19821956","ATELIÊ GEOGRÁFICO (UFG)","A2"
"19822014","SIGNO","B1"
"19822014","SIGNO (UNISC. ONLINE)","B1"
"19822022","BARBARÓI (UNISC)","B2"
"19822022","BARBARÓI (UNISC. ONLINE)","B1"
"19822065","REVISTA DA CIÊNCIA DA ADMINISTRAÇ<U+F1C3>O (RECIFE)","B4"
"19822073","MATRIZES (USP. IMPRESSO)","A2"
"1982209X","HISTÓRIA AGORA","B4"
"1982209X","REVISTA HISTÓRIA AGORA","B4"
"19822103","THAUMAZEIN (SANTA MARIA)","B3"
"19822111","DISCIPLINARUM SCIENTIA. SÉRIE CIÊNCIAS DA SAÚDE","B3"
"19822162","FEPAM EM REVISTA (ONLINE)","C "
"19822170","BOLETIM DE CIÊNCIAS GEODÉSICAS","B1"
"19822170","BOLETIM DE CIÊNCIAS GEODÉSICAS (ONLINE)","B1"
"19822219","REVISTA BRASILEIRA DE DIREITO DAS FAMÍLIAS E SUCESSGES","B5"
"19822243","VEREDAS - REVISTA DE ESTUDOS LINGUÍSTICOS","B1"
"19822251","ÁREAS PROTEGIDAS E INCLUS<U+F1C3>O SOCIAL","B4"
"19822278","NUCLEUS","B5"
"19822278","NUCLEUS (ITUVERAVA)","B3"
"19822278","NUCLEUS (ITUVERAVA. ONLINE)","B2"
"19822308","REVISTA S<U+F1C3>O LUIS ORIONE","C "
"19822391","LOGOS (RIO DE JANEIRO. ONLINE)","B1"
"19822413","EXPERIÊNCIAS EM ENSINO DE CIÊNCIAS","B1"
"19822413","EXPERIÊNCIAS EM ENSINO DE CIÊNCIAS (UFRGS)","B1"
"19822464","LEITURAS DA HISTÓRIA","C "
"19822537","REVISTA DA MICRO E PEQUENA EMPRESA (FACCAMP)","B2"
"19822553","GALAXIA","B1"
"19822553","GALÁXIA (S<U+F1C3>O PAULO. ONLINE)","A1"
"19822553","REVISTA ATOR-REDE","B1"
"1982257X","REVISTA IDEAS","B2"
"19822596","REVISTA PENSAMENTO CONTEMPORÂNEO EM ADMINISTRAÇ<U+F1C3>O","B2"
"19822596","REVISTA PENSAMENTO CONTEMPORÂNEO EM ADMINISTRAÇ<U+F1C3>O (UFF)","B2"
"19822642","CADERNAU: CADERNOS DO NÚCLEO DE ANÁLISES URBANAS","B4"
"19822642","CADERNOS DO NÚCLEO DE ANÁLISES URBANAS","B4"
"19822650","CIENCIAS SOCIALES Y RELIGIÓN / CIÊNCIAS SOCIAIS E RELIGI<U+F1C3>O","B1"
"19822685","INTERSIGNOS (RIO DE JANEIRO)","B5"
"19822693","SÉRIE CEPPAC","B3"
"19822707","PENSAMENTO PLURAL (UFPEL)","B1"
"1982274X","DOCUMENTA (RIO DE JANEIRO)","C "
"19822766","DOMÍNIOS DA IMAGEM (UEL)","B3"
"19822774","REVISTA DE BIOLOGIA E SAÚDE DA UNISEP","B4"
"19822790","A RESSURGÊNCIA (NITERÓI)","B5"
"19822871","REVISTA TECNOLOGIA & CIÊNCIA AGROPECUÁRIA","B5"
"19822871","TECNOLOGIA & CIÊNCIA AGROPECUÁRIA","B4"
"19822898","DIRECIONAL EDUCADOR","B4"
"19822898","DIRECIONAL EDUCADOR (IMPRESSO)","B4"
"1982291X","REVISTA (CON) TEXTOS LINGUÍSTICOS (UFES)","B2"
"1982291X","REVISTA (CON)TEXTOS LINGUÍSTICOS","B1"
"19822928","PHILÓSOHOS - REVISTA DE FILOSOFIA","A2"
"19822928","PHILOSÓPHOS","A2"
"19822928","PHILÓSOPHOS - REVISTA DE FILOSOFIA","A2"
"19822960","REVISTA CONGREGA URCAMP (CD-ROM)","B5"
"19822979","REVISTA DA FACULDADE DE DIREITO DA FMP","B3"
"19823010","REVISTA IDEAÇ<U+F1C3>O","B3"
"19823029","REVISTA EXPECTATIVA","B2"
"19823037","CIÊNCIAS SOCIAIS APLICADAS EM REVISTA (CASCAVEL)","B4"
"19823037","CIÊNCIAS SOCIAIS APLICADAS EM REVISTA (ONLINE)","B3"
"19823053","ARQUIVO MAARAVI","B5"
"19823053","ARQUIVO MAARAVI (UFMG)","B2"
"1982310X","REVISTA CONSTITUIÇ<U+F1C3>O E GARANTIA DE DIREITOS (ONLINE)","B5"
"1982310X","REVISTA DIGITAL CONSTITUIÇ<U+F1C3>O E GARANTIA DE DIREITOS (UFRN)","B5"
"19823134","REVISTA DE ADMINISTRAÇ<U+F1C3>O PÚBLICA","A1"
"19823150","MODERNA HEPATOLOGIA","C "
"19823207","POLÍTICAS EDUCATIVAS","B2"
"19823231","CONTEMPORÂNEOS: REVISTA DE ARTES E HUMANIDADES (ONLINE)","B2"
"19823266","GEDECON ? GEST<U+F1C3>O E DESENVOLVIMENTO EM CONTEXTO","B5"
"19823266","REVISTA GEDECON","B2"
"19823282","REVISTA SAÚDE","B4"
"19823282","REVISTA SAÚDE (UNG. ONLINE)","B4"
"19823398","DOR É COISA SÉRIA","C "
"19823533","ECONOMIA E SOCIEDADE (UNICAMP)","B1"
"19823541","REVISTA BASILEIRA DE TERAPIA COMPORTAMENTAL E COGNITIVA","B2"
"19823541","REVISTA BRASILEIRA DE TERAPIA COMPORTAMENTAL E COGNITIVA (ONLINE)","B2"
"19823584","REVISTA MÉDICA DO HOSPITAL S<U+F1C3>O MARCOS","B5"
"19823592","PRETEXTOS (ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL VILA MONTE CRISTO)","C "
"19823657","ANAIS DO VI COLÓQUIO INTERNACIONAL DE EDUCAÇ<U+F1C3>O E CONTEMPORANEIDADE","C "
"19823703","PSICOLOGIA: CIÊNCIA E PROFISS<U+F1C3>O","A2"
"19823703","PSICOLOGIA: CIÊNCIA E PROFISS<U+F1C3>O (ONLINE)","A2"
"1982372X","JORNAL SEMANAL DA SOCIEDADE BRASILEIRA DE ESTUDOS INTERDISCIPLINARES DA COMUNICAÇ<U+F1C3>O","C "
"19823746","REVISTA BRASILEIRA DE TERAPIAS COGNITIVAS","B2"
"19823746","REVISTA BRASILEIRA DE TERAPIAS COGNITIVAS (ONLINE)","B2"
"19823800","REVISTA HOMEM, ESPAÇO E TEMPO","B5"
"19823878","OKARA : GEOGRAFIA EM DEBATE (UFPB)","B2"
"19823894","DESIGUALDADE & DIVERSIDADE (PUCRJ)","B4"
"19823908","ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS - UFRJ","B5"
"19823908","ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (ONLINE)","B1"
"19823916","REVISTA FÓRUM IDENTIDADES","B3"
"19823924","UNIVERSITAS JURÍDICA (UNIRP)","C "
"19823932","JOURNAL OF URBAN AND ENVIRONMENTAL ENGINEERING","B3"
"19823932","JOURNAL OF URBAN AND ENVIRONMENTAL ENGINEERING (UFPB)","B1"
"19823967","REVISTA DE INFORMAÇ<U+F1C3>O CONTÁBIL (UFPE)","B3"
"19823967","RIC/UFPE - REVISTA DE INFORMAÇ<U+F1C3>O CONTÁBIL","B5"
"19823991","INTEGRAÇ<U+F1C3>O (PORTO ALEGRE)","C "
"19824017","LINGUAGEM EM (DIS)CURSO","A1"
"19824017","LINGUAGEM EM (DIS)CURSO (ONLINE)","A1"
"1982422X","ACTA TECNOLÓGICA","B3"
"19824238","VEREDAS DA HISTÓRIA","B2"
"19824254","CADERNOS NAEI","B5"
"19824262","VETORES & PRAGAS","C "
"19824289","PERSEU: HISTÓRIA, MEMÓRIA E POLÍTICA","B5"
"19824319","TÓPOS (UNESP. PRESIDENTE PRUDENTE)","B4"
"19824327","PAIDÉIA (USP. ONLINE)","A1"
"19824335","REVISTA BRASILEIRA DE TERAPIA INTENSIVA","B1"
"19824343","VARIA HISTORIA","A1"
"19824351","REVISTA BRASILEIRA DE METEOROLOGIA","B1"
"1982436X","BRAZILIAN JOURNAL OF OCEANOGRAFY","B1"
"1982436X","BRAZILIAN JOURNAL OF OCEANOGRAPHY (ONLINE)","A2"
"19824416","ANAIS ... SBPJOR - ENCONTRO NACIONAL DE PESQUISADORES EM JORNALISMO","C "
"19824432","EXTENS<U+F1C3>O EM FOCO","B5"
"19824432","EXTENS<U+F1C3>O EM FOCO (CURITIBA)","B4"
"19824440","CADERNOS DA PEDAGOGIA (UFSCAR. ONLINE)","B3"
"19824513","SOCIEDADE & NATUREZA","A1"
"19824513","SOCIEDADE & NATUREZA (UFU. ONLINE)","A1"
"19824564","OBSERVATÓRIO DA JURISDIÇ<U+F1C3>O CONSTITUCIONAL","B5"
"19824599","BOLETIM DO DIREITO IMOBILIÁRIO","C "
"19824599","BOLETIM DO DIREITO IMOBILIÁRIO - BDI","C "
"19824637","TEMAS DE ADMINISTRAÇ<U+F1C3>O PÚBLICA (UNESP. ARARAQUARA)","B4"
"19824688","FLORESTA (ONLINE) (CURITIBA)","B1"
"19824718","ESTUDOS DE SOCIOLOGIA","B1"
"19824769","REVISTA DO ARQUIVO HISTÓRICO DE JOINVILLE","B5"
"19824785","REVISTA ELETRÔNICA GEST<U+F1C3>O & SAÚDE","B3"
"19824785","REVISTA GEST<U+F1C3>O & SAÚDE (BRASÍLIA)","B3"
"19824807","PONTO-E-VÍRGULA (PUCSP)","B3"
"19824831","REVISTA TRÓPICA - CIÊNCIAS AGRÁRIAS E BIOLÓGICAS","B5"
"19824858","REVISTA JURÍDICA (FURB. ONLINE)","B1"
"19824866","DYNAMIS (FURB. ONLINE)","A2"
"19824882","ESTUDOS DE DIREITO COOPERATIVO E CIDADANIA (UFPR. IMPRESSO)","C "
"19824920","UNAR. REVISTA CIENTÍFICA DO CENTRO UNIVERSITÁRIO DE ARARAS \"DR. EDMUNDO ULSON\"","B5"
"19824955","REVISTA DE TERAPIA OCUPACIONAL DA BAHIANA (EBMSP)","B4"
"19825080","REVISTA TERRITÓRIO AUTÔNOMO","B4"
"19825080","TERRITÓRIO AUTÔNOMO","B4"
"19825153","ALEXANDRIA (UFSC)","A2"
"19825161","HANSENOLOGIA INTERNATIONALIS: HANSENÍASE E OUTRAS DOENÇAS INFECCIOSAS","B3"
"1982517X","INFORMATIVO PROGRAMA DE EDUCAÇ<U+F1C3>O TUTORIAL - PET GEO UDESC","B5"
"19825234","DEMOCRATIZAR (FAETEC)","C "
"19825269","REVISTA DEBATES (UFRGS)","B1"
"19825285","REVISTA CIENTÍFICA FACIMED","B5"
"19825323","ANAIS DE FILOSOFIA CLÁSSICA (ONLINE)","B1"
"19825447","CADERNOS GEST<U+F1C3>O SOCIAL","B4"
"19825498","IGAPÓ (CEFET-AM)","B4"
"19825501","PERSPECTIVAS ONLINE (CAMPOS DOS GOITACAZES)","B3"
"19825528","REDE- REVISTA ELETRÔNICA DO PRODEMA","B2"
"19825528","REDE - REVISTA ELETRÔNICA DO PRODEMA","B2"
"19825560","A REVISTA CRONOS","B3"
"19825587","REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCAÇ<U+F1C3>O","A2"
"19825617","ALMANAQUE ON-LINE","C "
"19825625","LITERATURA E DEBATE <U+0096> REVISTA DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O E MESTRADO EM LETRAS DA UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSGES (URI","B1"
"19825625","LITERATURA EM DEBATE (URI)","B1"
"19825625","REVISTA LITERATURA EM DEBATE","B1"
"19825676","TROPICAL PLANT PATHOLOGY","A2"
"19825676","TROPICAL PLANT PATHOLOGY (IMPRESSO)","A2"
"19825765","AVALIAÇ<U+F1C3>O: REVISTA DA AVALIAÇ<U+F1C3>O DA EDUCAÇ<U+F1C3>O SUPERIOR","A1"
"19825838","CULTUR - REVISTA DE CULTURA E TURISMO","B3"
"19825838","CULTUR: REVISTA DE CULTURA E TURISMO","B3"
"19825854","REVISTA FAFIRE (IMPRESSO)","B5"
"19825870","REVISTA TRÁGICA","B4"
"19825870","TRÁGICA: ESTUDOS SOBRE NIETZSCHE","B1"
"19825935","REVISTA TRAVESSIAS","B2"
"19825935","TRAVESSIAS","B2"
"19825935","TRAVESSIAS (UNIOESTE. ONLINE)","B2"
"19825951","VITA ET SANITAS (FUG. ONLINE)","B3"
"1982596X","EDUCAÇ<U+F1C3>O E FILOSOFIA","B1"
"1982596X","EDUCAÇ<U+F1C3>O E FILOSOFIA (ONLINE)","A2"
"19826028","INTERNATIONAL JOURNAL OF MODELING AND SIMULATION FOR THE PETROLEUM INDUSTRY (ONLINE)","B3"
"19826036","INTERNATIONAL JOURNAL OF MODELING AND SIMULATION FOR THE PETROLEUM INDUSTRY (IMPRESSO)","B4"
"19826109","PAIDEI@ - REVISTA CIENTÍFICA DE EDUCAÇ<U+F1C3>O A DISTÂNCIA","B3"
"19826109","PAIDÉI@ (SANTOS)","B1"
"19826125","REVISTA BRASILEIRA DE PESQUISA EM TURISMO","A2"
"1982615X","MODAPALAVRA E-PERIÓDICO","B2"
"19826192","CADERNOS DE CRÍTICA FEMINISTA","C "
"19826206","INTERNATIONAL JOURNAL OF HIGH DILUTION RESEARCH","B2"
"19826273","EDUCAÇ<U+F1C3>O E FRONTEIRAS (UFGD)","B2"
"19826273","REVISTA EDUCAÇ<U+F1C3>O E FRONTEIRAS","C "
"1982629X","RAÍDO","B1"
"19826389","REVISTA DE COMUNICAÇ<U+F1C3>O E EDUCAÇ<U+F1C3>O AMBIENTAL","B3"
"19826400","REVISTA MUSEU VIRTUAL","C "
"19826451","REDE DE CUIDADOS EM SAÚDE","B4"
"1982646X","REVELA (PRAIA GRANDE)","B5"
"19826486","RCO - REVISTA DE CONTABILIDADE E ORGANIZAÇGES","A2"
"19826486","REVISTA DE CONTABILIDADE E ORGANIZAÇGES","A2"
"19826524","ESPAÇO AMERÍNDIO","B2"
"19826524","ESPAÇO AMERÍNDIO (UFRGS)","B1"
"19826532","SABERES INTERDISCIPLINARES","B5"
"19826605","RELIGARE - REVISTA DE CIÊNCIA DAS RELIGIGES","B2"
"19826605","RELIGARE: REVISTA DO PROGRAMA DE PÓS-GRADUAÇ<U+F1C3>O EM CIÊNCIAS DAS RELIGIGES DA UFPB","B1"
"19826613","REVISTA FILOSOFIA CAPITAL","B4"
"19826621","EDUCAÇ<U+F1C3>O EM REVISTA (UFMG - ONLINE)","A1"
"1982663X","REVISTA DE DIREITO DO TJ-RJ","C "
"1982663X","REVISTA DE DIREITO TJRJ","C "
"19826672","AURORA (PUCSP. ONLINE)","A2"
"19826680","REVISTA DA ACADEMIA MINEIRA DE LETRAS","B3"
"19826729","ESTUDOS DO CEPE","B3"
"19826737","ÁGORA (UNISC. ONLINE)","B2"
"19826745","REDES - A REVISTA DO DESENVOLVIMENTO REGIONAL","B3"
"19826745","REDES - REVISTA DO DESENVOLVIMENTO REGIONAL DA UNISC","B3"
"19826745","REDES (SANTA CRUZ DO SUL. ONLINE)","B1"
"19826745","REDES REVISTA DO DESENVOLVIMENTO REGIONAL","B1"
"1982677X","RUMORES (USP)","B1"
"19826842","REVISTA VIRTUAL DE CULTURA SURDA E DIVERSIDADE","B5"
"19826850","EUTOMIA","B1"
"19826850","EUTOMIA - REVISTA ELETRÔNICA DE LITERATURA E LINGUÍSTICA","B1"
"19826850","EUTOMIA (RECIFE)","B1"
"19826869","VITA ET SANITAS","B5"
"19826907","S<U+F1C3>O PAULO JOURNAL OF MATHEMATICAL SCIENCES","B2"
"19826931","HUMANIDADES EM DIÁLOGO (IMPRESSO)","B5"
"19826990","REVISTA DIÁLOGO JURÍDICO","C "
"19827121","NEOTROPICAL DIPTERA","C "
"19827180","CAVALO LOUCO","C "
"19827199","REVISTA ELETRÔNICA DE EDUCAÇ<U+F1C3>O","A2"
"19827199","REVISTA ELETRÔNICA DE EDUCAÇ<U+F1C3>O (S<U+F1C3>O CARLOS)","A2"
"19827199","REVISTA ELETRÔNICA DE EDUCAÇ<U+F1C3>O (UFSCAR)","A2"
"19827261","EXTRA CLASSE: REVISTA DE TRABALHO E EDUCAÇ<U+F1C3>O","C "
"19827342","SOCIEDADE, CONTABILIDADE E GEST<U+F1C3>O","B2"
