"TITULO","ISSN","AREA","ESTRATO"
"INFORMAÇÃO & SOCIEDADE (UFPB. ONLINE)","18094783","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INFORMAÇÕES ECONÔMICAS (IMPRESSO)","01004409","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C "
"INFORMAÇÕES ECONÔMICAS (ONLINE)","1678832X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","C "
"INFORMAÇÕES FIPE","16786335","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INFORMAÇÕES FIPE (IMPRESSO)","01012568","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INFORME GEPEC (IMPRESSO)","16760670","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INFORME GEPEC (ONLINE)","1679415X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INFORMÁTICA NA EDUCAÇÃO","19821654","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INGENIARE. REVISTA CHILENA DE INGENIERÍA (IMPRESA)","07183291","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INGENIERÍA INDUSTRIAL. ACTUALIDAD Y NUEVAS TENDENCIAS","18568327","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INICIAÇÃO CIENTÍFICA (CESUMAR )","21769192","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INICIAÇÃO CIENTÍFICA - CESUMAR","15181243","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INNOTEC - REVISTA DEL LABORATORIO TECNOLÓGICO DEL URUGUAY","16883691","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INNOVAR (UNIVERSIDAD NACIONAL DE COLOMBIA)","01215051","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INNOVATION: MANAGEMENT, POLICY & PRACTICE","14479338","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INNOVATIONS: TECHNOLOGY, GOVERNANCE, GLOBALIZATION","15582477","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INNOVATIVE FOOD SCIENCE & EMERGING TECHNOLOGIES","14668564","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INOVAE - JOURNAL OF ENGINEERING AND TECHNOLOGY INNOVATION","23577797","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"INOVCOM (SÃO PAULO)","19803486","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"INSURANCE. MATHEMATICS & ECONOMICS","01676687","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INT. J. BUSINESS AND SYSTEMS RESEARCH","17512018","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTANGIBLE CAPITAL","16979818","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTEGRATIVE FOOD, NUTRITION AND METABOLISM","20568339","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTELLECTOR (CENEGRI. ONLINE)","18071260","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTELLECTUAL PROPERTY RIGHTS","23754516","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTELLIGENT SYSTEMS IN ACCOUNTING, FINANCE & MANAGEMENT","10991174","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTER ART ACTUEL","19232764","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTER-AÇÃO (UFG. ONLINE)","19818416","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERAMERICAN JOURNAL OF PSYCHOLOGY","00349690","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERAÇÕES (CAMPO GRANDE)","15187012","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERAÇÕES (CAMPO GRANDE)","1984042X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERCIENCIA (CARACAS)","03781844","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERCOM (SÃO PAULO. IMPRESSO)","18095844","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERCOM (SÃO PAULO. ONLINE)","19803508","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERCOM: REVISTA BRASILEIRA DE CIENCIAS DA COMUNICACAO","01026453","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERDISCIPLINARIDADE","21790094","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERESSE NACIONAL","19828497","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERESSE PÚBLICO (IMPRESSO)","16768701","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERFACE","22377506","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERFACE (NATAL)","18069037","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERFACE (PORTO NACIONAL)","18066062","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERFACEHS (ED. PORTUGUÊS)","19800894","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"INTERFACES - REVISTA DE EXTENSÃO DA UFMG","23182326","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERFACES BRASIL CANADÁ","19845677","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERFACES CIENTÍFICAS - DIREITO","23163321","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERFACES CIENTÍFICAS - EDUCAÇÃO","23163828","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERFACES CIENTÍFICAS - HUMANAS E SOCIAIS","23163801","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERFACES CIENTÍFICAS - SAÚDE E AMBIENTE","23163798","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERLETRAS (DOURADOS)","18071597","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL AFFAIRS (LONDON. 1944. PRINT)","00205850","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL BIODETERIORATION & BIODEGRADATION","09648305","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL BUSINESS REVIEW","09695931","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL","15547191","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL FINANCE REVIEW","15693767","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL FOR COURT ADMINISTRATION","21567964","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS","10970363","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ACCOUNTING INFORMATION SYSTEMS","14670895","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL JOURNAL OF ACCOUNTING, AUDITING AND PERFORMANCE EVALUATION (PRINT)","17408008","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF ACTION RESEARCH","18619916","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF ADVANCED OPERATIONS MANAGEMENT","17589398","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL INFORMATION SYSTEMS","19473192","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF APPLIED BEHAVIORAL ECONOMICS","21609802","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF APPLIED DECISION SCIENCES","17558077","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF APPLIED MATHEMATICS","13111728","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF AQUATIC RESEARCH AND EDUCATION (CHAMPAIGN, ILL.)","19329997","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF AUDITING TECHNOLOGY","17578760","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF AUDITING TECHNOLOGY","17578752","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY AND MANAGEMENT","14709511","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF AUTOMOTIVE TECHNOLOGY AND MANAGEMENT","17418089","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BANK MARKETING","02652323","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL JOURNAL OF BIOMETEOROLOGY (PRINT)","00207128","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS ADMINISTRATION","19234015","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERNATIONAL JOURNAL OF BUSINESS AND EMERGING MARKETS","17536227","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF BUSINESS AND GLOBALISATION","17533627","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF BUSINESS AND SOCIAL RESEARCH","21642540","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF BUSINESS AND SYSTEMS RESEARCH (PRINT)","1751200X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS EXCELLENCE (ONLINE)","17560055","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS EXCELLENCE (PRINT)","17560047","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS INFORMATION SYSTEMS (ONLINE)","17460980","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS INFORMATION SYSTEMS (PRINT)","17460972","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS INNOVATION AND RESEARCH (PRINT)","17510252","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS INTELLIGENCE AND DATA MINING","17438187","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS INTELLIGENCE AND SYSTEMS ENGINEERING (ONLINE)","20515855","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF BUSINESS MANAGEMENT AND ECONOMIC RESEARCH (IJBMER),","22296247","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERNATIONAL JOURNAL OF BUSINESS MARKETING","24477451","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF BUSINESS PERFORMANCE MANAGEMENT","13684892","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF BUSINESS SCIENCE AND APPLIED MANAGEMENT","17530296","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF BUSINESS STRATEGY","15539563","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF BUSINESS, ECONOMICS AND MANAGEMENT","23120916","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF CASE STUDIES IN MANAGEMENT","19112599","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERNATIONAL JOURNAL OF COMPUTER INTEGRATED MANUFACTURING (PRINT)","0951192X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF CONSUMER STUDIES","14706431","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF CONSUMER STUDIES (PRINT)","14706423","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT","09596119","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL JOURNAL OF CURRENT RESEARCH","0975833X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY (PRINT)","1364727X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF DECISION SUPPORT SYSTEM TECHNOLOGY","19416296","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF DEVELOPMENTAL AND EDUCATIONAL PSYCHOLOGY","02149887","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF DISCLOSURE AND GOVERNANCE","17413591","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF E-PLANNING RESEARCH","21609918","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF E-SERVICES AND MOBILE APPLICATIONS","1941627X","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF ECONOMIC SCIENCES","18049796","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF ECONOMICS AND ACCOUNTING (ONLINE)","20418698","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS RESEARCH","17569850","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF ECONOMICS AND BUSINESS RESEARCH","17569869","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF EDUCATION ECONOMICS AND DEVELOPMENT","17595673","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF ELECTRONIC GOVERNANCE (PRINT)","17427509","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF ELECTRONIC GOVERNMENT RESEARCH","15483886","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF EMERGING MARKETS (PRINT)","17468809","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF ENERGY AND STATISTICS","23356812","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERNATIONAL JOURNAL OF ENERGY ECONOMICS AND POLICY","21464553","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENERGY SECTOR MANAGEMENT (PRINT)","17506220","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE","00207225","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENTERPRISE NETWORK MANAGEMENT","17481260","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOUR & RESEARCH","13552554","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP","10999264","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND INNOVATION MANAGEMENT (ONLINE)","17415098","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP AND SMALL BUSINESS","14761297","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENVIRONMENT AND SUSTAINABLE DEVELOPMENT","14746778","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENVIRONMENT AND WASTE MANAGEMENT (ONLINE)","14789868","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENVIRONMENTAL ENGINEERING (ONLINE)","17568471","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","16604601","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENVIRONMENTAL STUDIES","00207233","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF ENVIRONMENTAL TECHNOLOGY AND MANAGEMENT","14662132","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF EXPORT MARKETING","20590903","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF FINANCIAL MARKETS AND DERIVATIVES","17567130","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF FOOD ENGINEERING","15563758","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF FOOD STUDIES","21821054","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"INTERNATIONAL JOURNAL OF GENDER STUDIES IN DEVELOPING SOCIETIES (ONLINE)","20520360","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"INTERNATIONAL JOURNAL OF GENDER, SCIENCE AND TECHNOLOGY.","20400748","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF GLOBAL ENERGY ISSUES","09547118","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"INTERNATIONAL JOURNAL OF GLOBAL ENVIRONMENTAL ISSUES","14666650","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF GLOBAL WARMING (ONLINE)","17582091","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF HEALTH MANAGEMENT REVIEW - JHMREVIEW","25261606","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT","02784319","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL JOURNAL OF HUMAN CAPITAL AND INFORMATION TECHNOLOGY PROFESSIONALS","19473478","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT","09585192","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE","22210989","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE (IMPRESSO)","22208488","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"INTERNATIONAL JOURNAL OF HUMANITIES, SOCIAL SCIENCES AND EDUCATION","23490381","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
