"TITULO","TIPO","ISSN","SJR","INDICE_H"
"Plant Physiology","journal"," 15322548",3.616,"296"
"Applied Energy","journal","03062619",3.607,"189"
"Journal of Organizational Behavior","journal","10991379",3.606,"164"
"Journal of Organizational Behavior","journal"," 08943796",3.606,"164"
"Schizophrenia Bulletin","journal","05867614",3.604,"181"
"Schizophrenia Bulletin","journal"," 17451701",3.604,"181"
"Epidemiologic Reviews","journal","14786729",3.598,"103"
"Epidemiologic Reviews","journal"," 0193936X",3.598,"103"
"Digest of Technical Papers - IEEE International Solid-State Circuits Conference","conference and proceedings","01936530",3.595,"97"
"IEEE Transactions on Sustainable Energy","journal","19493029",3.593,"101"
"IEEE Transactions on Smart Grid","journal","19493053",3.59,"142"
"Physical Review Letters","journal","10797114",3.588,"602"
"Physical Review Letters","journal"," 00319007",3.588,"602"
"Journal of Development Economics","journal","03043878",3.585,"133"
"Surveys in Operations Research and Management Science","book series","18767354",3.583,"21"
"Surveys in Operations Research and Management Science","book series"," 18767362",3.583,"21"
"Political Behavior","journal","01909320",3.581,"63"
"Political Behavior","journal"," 15736687",3.581,"63"
"Bioinformatics","journal","13674811",3.567,"363"
"Bioinformatics","journal"," 13674803",3.567,"363"
"Journal of the American Society of Echocardiography","journal","10976795",3.567,"128"
"Journal of the American Society of Echocardiography","journal"," 08947317",3.567,"128"
"Sleep Medicine Reviews","journal","15322955",3.567,"135"
"Sleep Medicine Reviews","journal"," 10870792",3.567,"135"
"Entrepreneurship: Theory and Practice","journal","10422587",3.566,"140"
"Entrepreneurship: Theory and Practice","journal"," 15406520",3.566,"140"
"Conservation Letters","journal","1755263X",3.563,"70"
"Translation","journal","2169074X",3.56,"4"
"Translation","journal"," 21690731",3.56,"4"
"IEEE Transactions on Neural Networks and Learning Systems","journal","2162237X",3.555,"196"
"IEEE Transactions on Neural Networks and Learning Systems","journal"," 21622388",3.555,"196"
"International Journal of Epidemiology","journal","14643685",3.555,"195"
"International Journal of Epidemiology","journal"," 03005771",3.555,"195"
"BMC Medicine","journal","17417015",3.552,"123"
"npj Breast Cancer","journal","23744677",3.545,"16"
"Autophagy","journal","15548627",3.541,"135"
"Remote Sensing of Environment","journal","00344257",3.541,"260"
"Annales de l'Institut Henri Poincare. Annales: Analyse Non Lineaire/Nonlinear Analysis","journal","02941449",3.54,"63"
"Operations Research","journal","0030364X",3.539,"128"
"Operations Research","journal"," 15265463",3.539,"128"
"Global Ecology and Biogeography","journal","14668238",3.535,"138"
"Global Ecology and Biogeography","journal"," 1466822X",3.535,"138"
"Psychotherapy and Psychosomatics","journal","00333190",3.53,"92"
"Psychotherapy and Psychosomatics","journal"," 14230348",3.53,"92"
"WIREs Climate Change","journal","17577799",3.527,"65"
"WIREs Climate Change","journal"," 17577780",3.527,"65"
"Memoirs of the American Mathematical Society","journal","00659266",3.52,"58"
"Geometric and Functional Analysis","journal","14208970",3.508,"64"
"Geometric and Functional Analysis","journal"," 1016443X",3.508,"64"
"Journal of Financial and Quantitative Analysis","journal","00221090",3.503,"110"
"Journal of Financial and Quantitative Analysis","journal"," 17566916",3.503,"110"
"Annals of Probability","journal","00911798",3.5,"79"
"Comparative Political Studies","journal","15523829",3.5,"102"
"Comparative Political Studies","journal"," 00104140",3.5,"102"
"Nous","journal","14680068",3.497,"59"
"Nous","journal"," 00294624",3.497,"59"
"RAND Journal of Economics","journal","17562171",3.496,"103"
"RAND Journal of Economics","journal"," 07416261",3.496,"103"
"Molecular Therapy","journal","15250024",3.489,"168"
"Molecular Therapy","journal"," 15250016",3.489,"168"
"mSystems","journal","23795077",3.489,"28"
"Nature Sustainability","journal","23989629",3.488,"20"
"Economic Development and Cultural Change","journal","00130079",3.483,"67"
"Economic Development and Cultural Change","journal"," 15392988",3.483,"67"
"International Journal of Management Reviews","journal","14608545",3.482,"96"
"International Journal of Management Reviews","journal"," 14682370",3.482,"96"
"Seminars in Cancer Biology","journal","10963650",3.476,"140"
"Seminars in Cancer Biology","journal"," 1044579X",3.476,"140"
"Progress in Neurobiology","journal","18735118",3.475,"222"
"Progress in Neurobiology","journal"," 03010082",3.475,"222"
"Intensive Care Medicine","journal","14321238",3.473,"187"
"Intensive Care Medicine","journal"," 03424642",3.473,"187"
"Review of Accounting Studies","journal","15737136",3.473,"67"
"Review of Accounting Studies","journal"," 13806653",3.473,"67"
"European Journal of Epidemiology","journal","03932990",3.466,"105"
"European Journal of Epidemiology","journal"," 15737284",3.466,"105"
"Journal of the National Comprehensive Cancer Network : JNCCN","journal","15401413",3.455,"96"
"Journal of the National Comprehensive Cancer Network : JNCCN","journal"," 15401405",3.455,"96"
"npj Computational Materials","journal","20573960",3.44,"25"
"IEEE Transactions on Power Systems","journal","08858950",3.434,"242"
"Political Communication","journal","10584609",3.434,"77"
"Political Communication","journal"," 10917675",3.434,"77"
"Journal of Materials Chemistry A","journal","20507496",3.432,"185"
"Journal of Materials Chemistry A","journal"," 20507488",3.432,"185"
"Diabetes","journal","00121797",3.425,"320"
"Kidney International","journal","00852538",3.425,"266"
"Kidney International","journal"," 15231755",3.425,"266"
"Natural Product Reports","journal","02650568",3.421,"168"
"Natural Product Reports","journal"," 14604752",3.421,"168"
"Archive for Rational Mechanics and Analysis","journal","00039527",3.42,"90"
"Archive for Rational Mechanics and Analysis","journal"," 14320673",3.42,"90"
"Research Synthesis Methods","journal","17592879",3.413,"27"
"Research Synthesis Methods","journal"," 17592887",3.413,"27"
"Studies in Mycology","journal","01660616",3.411,"88"
"European Journal of Cancer","journal","09598049",3.41,"205"
"European Journal of Cancer","journal"," 18790852",3.41,"205"
"European Respiratory Journal","journal","09031936",3.398,"229"
"European Respiratory Journal","journal"," 13993003",3.398,"229"
"Nature Reviews Rheumatology","journal","17594790",3.39,"126"
"Nature Reviews Rheumatology","journal"," 17594804",3.39,"126"
"Reviews in Mineralogy and Geochemistry","book series","15296466",3.381,"113"
"R Journal","journal","20734859",3.375,"36"
"Journal of Advertising","journal","15577805",3.373,"101"
"Journal of Advertising","journal"," 00913367",3.373,"101"
"Proceedings - IEEE Symposium on Security and Privacy","conference and proceedings","10816011",3.372,"114"
"Journal of Service Research","journal","10946705",3.37,"113"
"Journal of Service Research","journal"," 15527379",3.37,"113"
"Pharmacology and Therapeutics","journal","1879016X",3.348,"193"
"Pharmacology and Therapeutics","journal"," 01637258",3.348,"193"
"Current Directions in Psychological Science","journal","14678721",3.346,"159"
"Current Directions in Psychological Science","journal"," 09637214",3.346,"159"
"Transportation Research, Part C: Emerging Technologies","journal","0968090X",3.342,"116"
"Circulation. Heart failure","journal","19413297",3.339,"96"
"Circulation. Heart failure","journal"," 19413289",3.339,"96"
"Probability Theory and Related Fields","journal","01788051",3.337,"71"
"Probability Theory and Related Fields","journal"," 14322064",3.337,"71"
"Astrophysical Journal, Supplement Series","journal","15384365",3.335,"231"
"Astrophysical Journal, Supplement Series","journal"," 00670049",3.335,"231"
"Frontiers in Neuroendocrinology","journal","00913022",3.333,"127"
"Frontiers in Neuroendocrinology","journal"," 10956808",3.333,"127"
"European Journal of Political Research","journal","03044130",3.327,"90"
"European Journal of Political Research","journal"," 14756765",3.327,"90"
"Cell Death and Differentiation","journal","13509047",3.325,"208"
"Cell Death and Differentiation","journal"," 14765403",3.325,"208"
"Journal of Public Administration Research and Theory","journal","14779803",3.321,"105"
"Journal of Public Administration Research and Theory","journal"," 10531858",3.321,"105"
"Journal of the American Academy of Child and Adolescent Psychiatry","journal","08908567",3.318,"233"
"Journal of the American Academy of Child and Adolescent Psychiatry","journal"," 15275418",3.318,"233"
"Tobacco Control","journal","09644563",3.318,"117"
"Tobacco Control","journal"," 14683318",3.318,"117"
"Journal of Econometrics","journal","03044076",3.313,"148"
"Astrophysical Journal Letters","journal","20418213",3.303,"142"
"Astrophysical Journal Letters","journal"," 20418205",3.303,"142"
"Psychological Science","journal","09567976",3.303,"245"
"Psychological Science","journal"," 14679280",3.303,"245"
"Alimentary Pharmacology and Therapeutics","journal","02692813",3.298,"169"
"Alimentary Pharmacology and Therapeutics","journal"," 13652036",3.298,"169"
"Sports Medicine","journal","01121642",3.29,"174"
"Sports Medicine","journal"," 11792035",3.29,"174"
"Annual Review of Nuclear and Particle Science","book series","01638998",3.289,"97"
"Journal of Interactive Marketing","journal","10949968",3.289,"97"
"Journal of Interactive Marketing","journal"," 15206653",3.289,"97"
"Journal of Engineering Education","journal","10694730",3.288,"101"
"Journal of Engineering Education","journal"," 21689830",3.288,"101"
"Cell Chemical Biology","journal","24519448",3.283,"175"
"Cell Chemical Biology","journal"," 24519456",3.283,"175"
"Aging Cell","journal","14749726",3.28,"132"
"Aging Cell","journal"," 14749718",3.28,"132"
"Probability Surveys","journal","15495787",3.28,"37"
"RNA","journal","13558382",3.28,"164"
"RNA","journal"," 14699001",3.28,"164"
"American Journal of Mathematics","journal","10806377",3.279,"56"
"American Journal of Mathematics","journal"," 00029327",3.279,"56"
"IEEE Transactions on Medical Imaging","journal","02780062",3.276,"209"
"IEEE Transactions on Medical Imaging","journal"," 15580062",3.276,"209"
"Journal of Educational Psychology","journal","19392176",3.272,"196"
"Journal of Educational Psychology","journal"," 00220663",3.272,"196"
"Journal of Molecular Biology","journal","00222836",3.268,"262"
"Journal of Molecular Biology","journal"," 10898638",3.268,"262"
"Journal of Neurology, Neurosurgery and Psychiatry","journal","1468330X",3.265,"200"
"Journal of Neurology, Neurosurgery and Psychiatry","journal"," 00223050",3.265,"200"
"npj Quantum Materials","journal","23974648",3.261,"23"
"Health Psychology Review","journal","17437202",3.259,"45"
"Health Psychology Review","journal"," 17437199",3.259,"45"
"Journal of Communication","journal","00219916",3.259,"122"
"Journal of Communication","journal"," 14602466",3.259,"122"
"American Journal of Obstetrics and Gynecology","journal","00029378",3.251,"216"
"American Journal of Obstetrics and Gynecology","journal"," 10976868",3.251,"216"
"Journal of Topology","journal","17538416",3.251,"19"
"Journal of Topology","journal"," 17538424",3.251,"19"
"Big Data and Society","journal","20539517",3.249,"30"
"The Philosophical Review","journal","00318108",3.249,"53"
"Thorax","journal","14683296",3.248,"212"
"Thorax","journal"," 00406376",3.248,"212"
"Research Policy","journal","00487333",3.246,"224"
"Gut Microbes","journal","19490984",3.245,"61"
"Gut Microbes","journal"," 19490976",3.245,"61"
"Strategic Entrepreneurship Journal","journal","19324391",3.245,"38"
"Strategic Entrepreneurship Journal","journal"," 1932443X",3.245,"38"
"American Journal of Sports Medicine","journal","03635465",3.243,"210"
"American Journal of Sports Medicine","journal"," 15523365",3.243,"210"
"Studies in Second Language Acquisition","journal","02722631",3.238,"58"
"Information Systems Research","journal","15265536",3.235,"151"
"Information Systems Research","journal"," 10477047",3.235,"151"
"Materials Today Physics","journal","25425293",3.235,"21"
"Nanoscale Horizons","journal","20556764",3.234,"29"
"Nanoscale Horizons","journal"," 20556756",3.234,"29"
"Oncogene","journal","14765594",3.232,"329"
"Oncogene","journal"," 09509232",3.232,"329"
"Journal of Hematology and Oncology","journal","17568722",3.231,"71"
"The Lancet Child and Adolescent Health","journal","23524642",3.231,"16"
"Genomics, Proteomics and Bioinformatics","journal","16720229",3.224,"42"
"American Educational Research Journal","journal","00028312",3.223,"112"
"American Educational Research Journal","journal"," 19351011",3.223,"112"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","journal","00219630",3.218,"202"
"Journal of Child Psychology and Psychiatry and Allied Disciplines","journal"," 14697610",3.218,"202"
"Journal of Thoracic Oncology","journal","15561380",3.218,"123"
"Journal of Thoracic Oncology","journal"," 15560864",3.218,"123"
"Educational Research Review","journal","1747938X",3.216,"57"
"Education Finance and Policy","journal","15573079",3.214,"21"
"Education Finance and Policy","journal"," 15573060",3.214,"21"
"International Journal of Robotics Research","journal","02783649",3.212,"155"
"International Journal of Robotics Research","journal"," 17413176",3.212,"155"
"Educational Evaluation and Policy Analysis","journal","01623737",3.21,"73"
"Educational Evaluation and Policy Analysis","journal"," 19351062",3.21,"73"
"Cerebral Cortex","journal","10473211",3.208,"239"
"Cerebral Cortex","journal"," 14602199",3.208,"239"
"Microbial genomics","journal","20575858",3.208,"21"
"NeuroImage","journal","10959572",3.207,"344"
"NeuroImage","journal"," 10538119",3.207,"344"
"Plant Biotechnology Journal","journal","14677644",3.204,"105"
"Plant Biotechnology Journal","journal"," 14677652",3.204,"105"
"Proceedings - Annual IEEE Symposium on Foundations of Computer Science, FOCS","conference and proceedings","02725428",3.203,"89"
"Stem Cell Reports","journal","22136711",3.201,"65"
"Transport Reviews","journal","01441647",3.196,"74"
"Transport Reviews","journal"," 14645327",3.196,"74"
"Materials Research Letters","journal","21663831",3.195,"36"
"Journal of Peace Research","journal","00223433",3.19,"93"
"Diabetologia","journal","0012186X",3.181,"220"
"Diabetologia","journal"," 14320428",3.181,"220"
"Geoscientific Model Development","journal","1991959X",3.18,"71"
"Geoscientific Model Development","journal"," 19919603",3.18,"71"
"JCI insight","journal","23793708",3.176,"28"
"Compositio Mathematica","journal","0010437X",3.175,"48"
"Compositio Mathematica","journal"," 15705846",3.175,"48"
"Transactions of the Institute of British Geographers","journal","00202754",3.171,"101"
"Transactions of the Institute of British Geographers","journal"," 14755661",3.171,"101"
"Plant Journal","journal","1365313X",3.161,"258"
"Plant Journal","journal"," 09607412",3.161,"258"
"Ecography","journal","16000587",3.155,"120"
"Ecography","journal"," 09067590",3.155,"120"
"Applied Linguistics","journal","01426001",3.148,"89"
"Applied Linguistics","journal"," 1477450X",3.148,"89"
"Journal of Retailing","journal","00224359",3.146,"126"
"Journal of Teacher Education","journal","00224871",3.142,"84"
"Journal of Teacher Education","journal"," 15527816",3.142,"84"
"Obesity Reviews","journal","1467789X",3.141,"151"
"Obesity Reviews","journal"," 14677881",3.141,"151"
"IEEE Transactions on Fuzzy Systems","journal","10636706",3.134,"181"
"2D Materials","journal","20531583",3.133,"49"
"Journal of Product Innovation Management","journal","15405885",3.128,"135"
"Journal of Product Innovation Management","journal"," 07376782",3.128,"135"
"Cladistics","journal","10960031",3.122,"88"
"Cladistics","journal"," 07483007",3.122,"88"
"ISPRS Journal of Photogrammetry and Remote Sensing","journal","09242716",3.122,"126"
"Neuropsychopharmacology","journal","0893133X",3.122,"214"
"Neuropsychopharmacology","journal"," 1470634X",3.122,"214"
"Matrix Biology","journal","15691802",3.121,"111"
"Matrix Biology","journal"," 0945053X",3.121,"111"
"Foundations and Trends in Finance","journal","15672409",3.116,"18"
"Foundations and Trends in Finance","journal"," 15672395",3.116,"18"
"Mathematical Models and Methods in Applied Sciences","journal","02182025",3.114,"74"
"Information Fusion","journal","18726305",3.112,"93"
"Information Fusion","journal"," 15662535",3.112,"93"
"Briefings in Bioinformatics","journal","14774054",3.109,"101"
"Briefings in Bioinformatics","journal"," 14675463",3.109,"101"
"Resuscitation","journal","18731570",3.109,"129"
"Resuscitation","journal"," 03009572",3.109,"129"
"Molecular Metabolism","journal","22128778",3.107,"52"
"Annual Review of Chemical and Biomolecular Engineering","journal","19475438",3.106,"51"
"Annual Review of Chemical and Biomolecular Engineering","journal"," 19475446",3.106,"51"
"Science Signaling","journal","19450877",3.101,"144"
"Science Signaling","journal"," 19379145",3.101,"144"
"Scientific data","journal","20524463",3.099,"48"
"Stroke","journal","15244628",3.097,"310"
"Stroke","journal"," 00392499",3.097,"310"
"Trends in Biotechnology","journal","01677799",3.096,"207"
"Trends in Biotechnology","journal"," 18793096",3.096,"207"
"Journal of Memory and Language","journal","10960821",3.093,"138"
"Journal of Memory and Language","journal"," 0749596X",3.093,"138"
"Developmental Review","journal","02732297",3.083,"88"
"Developmental Review","journal"," 10902406",3.083,"88"
"JACC: Cardiovascular Interventions","journal","18767605",3.083,"116"
"JACC: Cardiovascular Interventions","journal"," 19368798",3.083,"116"
"Communication Methods and Measures","journal","19312466",3.082,"23"
"Communication Methods and Measures","journal"," 19312458",3.082,"23"
"Mathematical Programming, Series B","journal","14364646",3.082,"115"
"Mathematical Programming, Series B","journal"," 00255610",3.082,"115"
"Quarterly Journal of Political Science","journal","15540634",3.079,"31"
"Quarterly Journal of Political Science","journal"," 15540626",3.079,"31"
"Annals of Mathematics Studies","book series","00662313",3.076,"17"
"Molecular Aspects of Medicine","journal","00982997",3.07,"128"
"Molecular Aspects of Medicine","journal"," 18729452",3.07,"128"
"Biomaterials","journal","01429612",3.069,"360"
"Biomaterials","journal"," 18785905",3.069,"360"
"Tourism Management","journal","02615177",3.068,"179"
"Cancer","journal","0008543X",3.065,"292"
"Cancer","journal"," 10970142",3.065,"292"
"npj Genomic Medicine","journal","20567944",3.063,"17"
"Allergy: European Journal of Allergy and Clinical Immunology","journal","01054538",3.061,"163"
"Allergy: European Journal of Allergy and Clinical Immunology","journal"," 13989995",3.061,"163"
"Journal of World Business","journal","10909516",3.061,"104"
"International Reviews in Physical Chemistry","journal","0144235X",3.055,"80"
"International Reviews in Physical Chemistry","journal"," 1366591X",3.055,"80"
"Philosophical Transactions of the Royal Society B: Biological Sciences","journal","09628436",3.051,"254"
"Philosophical Transactions of the Royal Society B: Biological Sciences","journal"," 14712970",3.051,"254"
"Computers and Education","journal","03601315",3.047,"164"
"Journal of Business and Economic Statistics","journal","07350015",3.04,"93"
"Journal of Business and Economic Statistics","journal"," 15372707",3.04,"93"
"Gondwana Research","journal","1342937X",3.033,"124"
"Journal of Conflict Resolution","journal","00220027",3.031,"101"
"Eurosurveillance","journal","15607917",3.014,"95"
"Eurosurveillance","journal"," 1025496X",3.014,"95"
"Journal of Travel Research","journal","15526763",3.014,"122"
"Journal of Travel Research","journal"," 00472875",3.014,"122"
"Journal of Research in Science Teaching","journal","10982736",3.012,"121"
"Journal of Research in Science Teaching","journal"," 00224308",3.012,"121"
"Current Opinion in Chemical Biology","journal","13675931",3.011,"179"
"Current Opinion in Chemical Biology","journal"," 18790402",3.011,"179"
"Journal of Positive Behavior Interventions","journal","10983007",3.005,"57"
"Journal of Positive Behavior Interventions","journal"," 15384772",3.005,"57"
"Neurology","journal","00283878",3.005,"351"
"Neurology","journal"," 1526632X",3.005,"351"
"Journal of Peasant Studies","journal","03066150",3.004,"75"
"Journal of Peasant Studies","journal"," 17439361",3.004,"75"
"Fish and Fisheries","journal","14672960",3.001,"100"
"Fish and Fisheries","journal"," 14672979",3.001,"100"
"Critical Care Medicine","journal","00903493",2.994,"263"
"Critical Care Medicine","journal"," 15300293",2.994,"263"
"Journal of Health Economics","journal","18791646",2.991,"117"
"Journal of Health Economics","journal"," 01676296",2.991,"117"
"Space Science Reviews","journal","15729672",2.991,"143"
"Space Science Reviews","journal"," 00386308",2.991,"143"
"American Journal of Transplantation","journal","16006135",2.988,"179"
"American Journal of Transplantation","journal"," 16006143",2.988,"179"
"Strategic Organization","journal","1741315X",2.987,"51"
"Strategic Organization","journal"," 14761270",2.987,"51"
"Radiology","journal","00338419",2.986,"283"
"Radiology","journal"," 15271315",2.986,"283"
"Forum of Mathematics, Pi","journal","20505086",2.98,"12"
"Journal of Physical Chemistry Letters","journal","19487185",2.976,"181"
"ACS Photonics","journal","23304022",2.974,"67"
"Cellular and Molecular Gastroenterology and Hepatology","journal","2352345X",2.973,"30"
"International Journal of Plasticity","journal","07496419",2.973,"131"
"Cellular and Molecular Life Sciences","journal","1420682X",2.97,"210"
"Cellular and Molecular Life Sciences","journal"," 14209071",2.97,"210"
"Molecular Ecology Resources","journal","1755098X",2.969,"127"
"Molecular Ecology Resources","journal"," 17550998",2.969,"127"
"Social Psychological and Personality Science","journal","19485514",2.968,"53"
"Social Psychological and Personality Science","journal"," 19485506",2.968,"53"
"Organization Studies","journal","17413044",2.967,"140"
"Organization Studies","journal"," 01708406",2.967,"140"
"Cell Discovery","journal","20565968",2.966,"22"
"New Media and Society","journal","14614448",2.964,"99"
"New Media and Society","journal"," 14617315",2.964,"99"
"Movement Disorders","journal","08853185",2.954,"186"
"Movement Disorders","journal"," 15318257",2.954,"186"
"Journal of Infectious Diseases","journal","00221899",2.946,"241"
"Journal of Infectious Diseases","journal"," 15376613",2.946,"241"
"Clinical Journal of the American Society of Nephrology","journal","1555905X",2.944,"141"
"Clinical Journal of the American Society of Nephrology","journal"," 15559041",2.944,"141"
"Clinical Microbiology and Infection","journal","1198743X",2.942,"142"
"Clinical Microbiology and Infection","journal"," 14690691",2.942,"142"
"Earth and Planetary Science Letters","journal","0012821X",2.942,"232"
"Journal of Economic Theory","journal","10957235",2.94,"94"
"Journal of Economic Theory","journal"," 00220531",2.94,"94"
"Molecular Ecology","journal","1365294X",2.935,"216"
"Molecular Ecology","journal"," 09621083",2.935,"216"
"IEEE Transactions on Systems, Man, and Cybernetics: Systems","journal","21682216",2.934,"44"
"IEEE Transactions on Systems, Man, and Cybernetics: Systems","journal"," 21682232",2.934,"44"
"Journal of Cardiovascular Magnetic Resonance","journal","1532429X",2.934,"86"
"Journal of Cardiovascular Magnetic Resonance","journal"," 10976647",2.934,"86"
"Child Development Perspectives","journal","17508606",2.932,"64"
"Child Development Perspectives","journal"," 17508592",2.932,"64"
"Quarterly Reviews of Biophysics","journal","00335835",2.932,"94"
"Quarterly Reviews of Biophysics","journal"," 14698994",2.932,"94"
"Water Research","journal","00431354",2.932,"285"
"Water Research","journal"," 18792448",2.932,"285"
"Haematologica","journal","15928721",2.931,"136"
"Haematologica","journal"," 03906078",2.931,"136"
"Econometrics Journal","journal","13684221",2.926,"33"
"Human Communication Research","journal","03603989",2.926,"85"
"Human Communication Research","journal"," 14682958",2.926,"85"
"International Affairs","journal","14682346",2.925,"76"
"International Affairs","journal"," 00205850",2.925,"76"
"Blood Cancer Journal","journal","20445385",2.924,"44"
"Energy Conversion and Management","journal","01968904",2.924,"177"
"Global Biogeochemical Cycles","journal","08866236",2.922,"177"
"Global Biogeochemical Cycles","journal"," 19449224",2.922,"177"
"Implementation Science","journal","17485908",2.921,"91"
"Seminars in Immunopathology","journal","18632297",2.92,"90"
"Seminars in Immunopathology","journal"," 18632300",2.92,"90"
"Journal for Research in Mathematics Education","journal","00218251",2.916,"74"
"IEEE Journal of Solid-State Circuits","journal","1558173X",2.913,"207"
"IEEE Journal of Solid-State Circuits","journal"," 00189200",2.913,"207"
"International Journal of Research in Marketing","journal","01678116",2.913,"95"
"BioEssays","journal","02659247",2.912,"178"
"BioEssays","journal"," 15211878",2.912,"178"
"IEEE Transactions on Industrial Electronics","journal","02780046",2.911,"262"
"PLoS Computational Biology","journal","15537358",2.91,"166"
"PLoS Computational Biology","journal"," 1553734X",2.91,"166"
"Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","journal","24519022",2.904,"22"
"Hypertension","journal","0194911X",2.904,"258"
"Hypertension","journal"," 15244563",2.904,"258"
"Psychological Medicine","journal","14698978",2.903,"201"
"Psychological Medicine","journal"," 00332917",2.903,"201"
"American Heart Journal","journal","10976744",2.902,"182"
"American Heart Journal","journal"," 00028703",2.902,"182"
"Bone Research","journal","20954700",2.9,"34"
"Bone Research","journal"," 20956231",2.9,"34"
"Transportation Research Part B: Methodological","journal","01912615",2.895,"130"
"IEEE Transactions on Image Processing","journal","10577149",2.893,"265"
"Genetics","journal","19432631",2.891,"237"
"Genetics","journal"," 00166731",2.891,"237"
"Human Molecular Genetics","journal","14602083",2.89,"269"
"Human Molecular Genetics","journal"," 09646906",2.89,"269"
"Metabolic Engineering","journal","10967176",2.885,"112"
"Metabolic Engineering","journal"," 10967184",2.885,"112"
"Heart Rhythm","journal","15475271",2.883,"125"
"Heart Rhythm","journal"," 15563871",2.883,"125"
"International Journal of Information Management","journal","02684012",2.881,"99"
"Child Development","journal","14678624",2.88,"243"
"Child Development","journal"," 00093920",2.88,"243"
"British Journal of Psychiatry","journal","00071250",2.873,"219"
"British Journal of Psychiatry","journal"," 14721465",2.873,"219"
"Public Administration Review","journal","00333352",2.867,"130"
"Public Administration Review","journal"," 15406210",2.867,"130"
"Journal of Management Information Systems","journal","1557928X",2.863,"137"
"Journal of Management Information Systems","journal"," 07421222",2.863,"137"
"World Politics","journal","00438871",2.861,"106"
"World Politics","journal"," 10863338",2.861,"106"
"Journal of Crohn's and Colitis","journal","18739946",2.859,"73"
"Cancer Epidemiology Biomarkers and Prevention","journal","10559965",2.857,"187"
"Cancer Epidemiology Biomarkers and Prevention","journal"," 15387755",2.857,"187"
"Ultrasound in Obstetrics and Gynecology","journal","09607692",2.855,"134"
"Ultrasound in Obstetrics and Gynecology","journal"," 14690705",2.855,"134"
"Physics of Life Reviews","journal","18731457",2.854,"58"
"Physics of Life Reviews","journal"," 15710645",2.854,"58"
"Comprehensive Physiology","journal","20404603",2.852,"70"
"Acta neuropathologica communications","journal","20515960",2.845,"45"
"Bayesian Analysis","journal","19316690",2.843,"48"
"Bayesian Analysis","journal"," 19360975",2.843,"48"
"Production and Operations Management","journal","10591478",2.843,"102"
"Production and Operations Management","journal"," 19375956",2.843,"102"
"Economica","journal","00130427",2.842,"62"
"Economica","journal"," 14680335",2.842,"62"
"Trends in Food Science and Technology","journal","09242244",2.841,"175"
"Public Opinion Quarterly","journal","0033362X",2.836,"100"
"Public Opinion Quarterly","journal"," 15375331",2.836,"100"
"Clinical and Translational Immunology","journal","20500068",2.833,"22"
"EcoSal Plus","journal","23246200",2.827,"21"
"Protein & Cell","journal","16748018",2.827,"54"
"Protein & Cell","journal"," 1674800X",2.827,"54"
"Biochimica et Biophysica Acta - Reviews on Cancer","journal","0304419X",2.824,"132"
"Applied and Computational Mathematics","journal","16833511",2.822,"14"
"Current Opinion in Biotechnology","journal","18790429",2.819,"192"
"Current Opinion in Biotechnology","journal"," 09581669",2.819,"192"
"IEEE Transactions on Power Electronics","journal","08858993",2.817,"244"
"IEEE Transactions on Robotics","journal","15523098",2.815,"146"
"Neurobiology of Stress","journal","23522895",2.815,"27"
"Cancer and Metastasis Reviews","journal","01677659",2.81,"142"
"Cancer and Metastasis Reviews","journal"," 15737233",2.81,"142"
"Circulation. Cardiovascular imaging","journal","19420080",2.807,"91"
"Circulation. Cardiovascular imaging","journal"," 19419651",2.807,"91"
"International Security","journal","15314804",2.801,"103"
"International Security","journal"," 01622889",2.801,"103"
"Biometrika","journal","14643510",2.8,"111"
"Biometrika","journal"," 00063444",2.8,"111"
"Transportation Science","journal","15265447",2.8,"106"
"Transportation Science","journal"," 00411655",2.8,"106"
"Technovation","journal","01664972",2.795,"121"
"Educational Administration Quarterly","journal","0013161X",2.791,"75"
"Educational Administration Quarterly","journal"," 15523519",2.791,"75"
"Biotechnology Advances","journal","18731899",2.786,"176"
"Biotechnology Advances","journal"," 07349750",2.786,"176"
"Computer Methods in Applied Mechanics and Engineering","journal","00457825",2.786,"182"
"Computer Methods in Applied Mechanics and Engineering","journal"," 03742830",2.786,"182"
"Structure","journal","09692126",2.786,"175"
"Structure","journal"," 18784186",2.786,"175"
"Journal of Metamorphic Geology","journal","15251314",2.784,"108"
"Journal of Metamorphic Geology","journal"," 02634929",2.784,"108"
"Organizational Psychology Review","journal","20413866",2.784,"14"
"Organizational Psychology Review","journal"," 20413874",2.784,"14"
"Environmental Innovation and Societal Transitions","journal","22104224",2.782,"42"
"Cognitive Psychology","journal","10955623",2.78,"114"
"Cognitive Psychology","journal"," 00100285",2.78,"114"
"SIAM Journal on Numerical Analysis","journal","00361429",2.78,"118"
"SIAM Journal on Numerical Analysis","journal"," 10957170",2.78,"118"
"Seminars in Cell and Developmental Biology","journal","10963634",2.777,"136"
"Seminars in Cell and Developmental Biology","journal"," 10849521",2.777,"136"
"American Journal of Kidney Diseases","journal","15236838",2.773,"207"
"American Journal of Kidney Diseases","journal"," 02726386",2.773,"207"
"California Management Review","journal","21628564",2.773,"124"
"California Management Review","journal"," 00081256",2.773,"124"
"IEEE Network","journal","08908044",2.773,"120"
"International Journal of Computer-Supported Collaborative Learning","journal","15561607",2.772,"50"
